{'NM_000014': ['version 5', 4425]}
{'NM_178281': ['version 1', 1467]}
{'NM_178283': ['version 4', 837]}
{'NM_178308': ['version 2', 339]}
{'NM_178309': ['version 2', 3525]}
{'NM_178330': ['version 1', 1512]}
{'NM_178333': ['version 1', 2262]}
{'NM_178337': ['version 3', 1575]}
{'NM_178345': ['version 1', 3459]}
{'NM_178346': ['version 1', 3300]}
{'NM_178347': ['version 4', 1794]}
{'NM_178348': ['version 2', 333]}
{'NM_178351': ['version 3', 357]}
{'NM_178352': ['version 2', 345]}
{'NM_178353': ['version 2', 357]}
{'NM_178354': ['version 2', 357]}
{'NM_178357': ['version 3', 1509]}
{'NM_178358': ['version 4', 663]}
{'NM_178362': ['version 1', 2817]}
{'NM_178363': ['version 4', 6420]}
{'NM_178364': ['version 5', 2538]}
{'NM_178365': ['version 4', 1326]}
{'NM_178367': ['version 4', 2097]}
{'NM_178371': ['version 3', 1650]}
{'NM_178372': ['version 2', 957]}
{'NM_178374': ['version 4', 1077]}
{'NM_178375': ['version 2', 2088]}
{'NM_178376': ['version 3', 942]}
{'NM_178377': ['version 4', 609]}
{'NM_178378': ['version 3', 1260]}
{'NM_178379': ['version 3', 1332]}
{'NM_178380': ['version 2', 3687]}
{'NM_178381': ['version 3', 2244]}
{'NM_178382': ['version 4', 1950]}
{'NM_178384': ['version 4', 2040]}
{'NM_178385': ['version 3', 1026]}
{'NM_178386': ['version 3', 963]}
{'NM_178387': ['version 3', 1614]}
{'NM_178388': ['version 2', 828]}
{'NM_178389': ['version 3', 1044]}
{'NM_178390': ['version 3', 1209]}
{'NM_178391': ['version 4', 930]}
{'NM_178392': ['version 5', 1170]}
{'NM_178394': ['version 4', 1881]}
{'NM_178395': ['version 4', 1101]}
{'NM_178396': ['version 5', 1065]}
{'NM_178397': ['version 3', 1338]}
{'NM_178398': ['version 4', 1338]}
{'NM_178399': ['version 4', 624]}
{'NM_178401': ['version 3', 312]}
{'NM_178403': ['version 5', 1983]}
{'NM_178404': ['version 3', 3534]}
{'NM_178405': ['version 3', 3063]}
{'NM_178406': ['version 2', 1896]}
{'NM_178407': ['version 3', 5112]}
{'NM_178408': ['version 3', 1302]}
{'NM_178410': ['version 3', 837]}
{'NM_178411': ['version 3', 2040]}
{'NM_178412': ['version 2', 1323]}
{'NM_178413': ['version 5', 1452]}
{'NM_178414': ['version 3', 1743]}
{'NM_178415': ['version 1', 2643]}
{'NM_178417': ['version 3', 1422]}
{'NM_178418': ['version 4', 1563]}
{'NM_178420': ['version 3', 2928]}
{'NM_178421': ['version 3', 804]}
{'NM_178429': ['version 3', 333]}
{'NM_178431': ['version 1', 270]}
{'NM_178433': ['version 1', 288]}
{'NM_178438': ['version 5', 357]}
{'NM_178440': ['version 4', 3075]}
{'NM_178444': ['version 5', 828]}
{'NM_178446': ['version 4', 1773]}
{'NM_178448': ['version 4', 1185]}
{'NM_178451': ['version 2', 720]}
{'NM_178452': ['version 6', 2178]}
{'NM_178454': ['version 5', 801]}
{'NM_178457': ['version 2', 5034]}
{'NM_178459': []}
{'NM_178462': ['version 1', 456]}
{'NM_178465': ['version 1', 1068]}
{'NM_178466': ['version 4', 765]}
{'NM_178470': ['version 5', 1392]}
{'NM_178496': ['version 4', 1476]}
{'NM_178498': ['version 4', 1857]}
{'NM_178501': ['version 2', 1005]}
{'NM_178504': ['version 4', 9279]}
{'NM_178505': ['version 7', 1107]}
{'NM_178506': ['version 2', 411]}
{'NM_178510': ['version 1', 2298]}
{'NM_178511': ['version 5', 429]}
{'NM_178516': ['version 4', 2241]}
{'NM_178518': ['version 2', 1527]}
{'NM_178519': ['version 2', 795]}
{'NM_178520': ['version 3', 390]}
{'NM_178525': ['version 4', 1251]}
{'NM_178527': ['version 4', 3375]}
{'NM_178536': ['version 4', 579]}
{'NM_178537': ['version 5', 3120]}
{'NM_178543': ['version 5', 1377]}
{'NM_178545': ['version 4', 630]}
{'NM_178548': ['version 4', 1329]}
{'NM_178552': ['version 3', 588]}
{'NM_178554': ['version 6', 1986]}
{'NM_178564': ['version 4', 1506]}
{'NM_178576': ['version 3', 636]}
{'NM_178577': ['version 5', 570]}
{'NM_178589': ['version 3', 1968]}
{'NM_178590': ['version 4', 1236]}
{'NM_178591': ['version 3', 2103]}
{'NM_178592': ['version 3', 1677]}
{'NM_178593': ['version 3', 1239]}
{'NM_178595': ['version 3', 615]}
{'NM_178596': ['version 2', 837]}
{'NM_178597': ['version 5', 1590]}
{'NM_178598': ['version 2', 600]}
{'NM_178599': ['version 5', 552]}
{'NM_178600': ['version 2', 486]}
{'NM_178601': ['version 3', 876]}
{'NM_178602': ['version 3', 1101]}
{'NM_178603': ['version 4', 480]}
{'NM_178604': ['version 3', 192]}
{'NM_178605': ['version 4', 537]}
{'NM_178606': ['version 5', 765]}
{'NM_178607': ['version 4', 447]}
{'NM_178608': ['version 4', 606]}
{'NM_178609': ['version 5', 2715]}
{'NM_178610': ['version 4', 1143]}
{'NM_178611': ['version 6', 462]}
{'NM_178612': ['version 4', 738]}
{'NM_178613': ['version 3', 435]}
{'NM_178614': ['version 5', 1410]}
{'NM_178615': ['version 3', 1311]}
{'NM_178616': ['version 3', 1269]}
{'NM_178617': ['version 4', 1059]}
{'NM_178618': ['version 3', 2439]}
{'NM_178619': ['version 4', 801]}
{'NM_178620': ['version 4', 1350]}
{'NM_178621': ['version 4', 1128]}
{'NM_178622': ['version 5', 987]}
{'NM_178623': ['version 3', 2781]}
{'NM_178624': ['version 6', 1272]}
{'NM_178625': ['version 4', 1686]}
{'NM_178626': ['version 3', 255]}
{'NM_178627': ['version 4', 1263]}
{'NM_178628': ['version 5', 1677]}
{'NM_178629': ['version 6', 1344]}
{'NM_178630': ['version 4', 3006]}
{'NM_178631': ['version 4', 882]}
{'NM_178632': ['version 6', 2901]}
{'NM_178633': ['version 3', 1782]}
{'NM_178634': ['version 2', 1794]}
{'NM_178635': ['version 3', 2097]}
{'NM_178637': ['version 2', 1542]}
{'NM_178638': ['version 4', 1725]}
{'NM_178639': ['version 4', 1029]}
{'NM_178640': ['version 3', 1515]}
{'NM_178641': ['version 5', 3399]}
{'NM_178642': ['version 5', 3054]}
{'NM_178643': ['version 5', 666]}
{'NM_178644': ['version 3', 849]}
{'NM_178645': ['version 4', 1368]}
{'NM_178646': ['version 4', 1929]}
{'NM_178647': ['version 3', 504]}
{'NM_178648': ['version 2', 834]}
{'NM_178650': ['version 3', 1335]}
{'NM_178651': ['version 4', 1704]}
{'NM_178652': ['version 3', 1125]}
{'NM_178653': ['version 3', 1290]}
{'NM_178654': ['version 4', 2952]}
{'NM_178655': ['version 3', 3153]}
{'NM_178656': ['version 3', 408]}
{'NM_178657': ['version 5', 1491]}
{'NM_178658': ['version 5', 1902]}
{'NM_178659': ['version 6', 1284]}
{'NM_178660': ['version 4', 1245]}
{'NM_178661': ['version 4', 1566]}
{'NM_178662': ['version 4', 1119]}
{'NM_178663': ['version 4', 1305]}
{'NM_178664': ['version 5', 1074]}
{'NM_178665': ['version 5', 1842]}
{'NM_178666': ['version 6', 1911]}
{'NM_178667': ['version 4', 1158]}
{'NM_178668': ['version 3', 1827]}
{'NM_178669': ['version 5', 681]}
{'NM_178670': ['version 4', 1200]}
{'NM_178671': ['version 5', 834]}
{'NM_178672': ['version 7', 1434]}
{'NM_178673': ['version 4', 2544]}
{'NM_178674': ['version 5', 1305]}
{'NM_178675': ['version 4', 1227]}
{'NM_178676': ['version 5', 1590]}
{'NM_178677': ['version 4', 912]}
{'NM_178678': ['version 4', 1749]}
{'NM_178679': ['version 2', 1227]}
{'NM_178680': ['version 4', 2790]}
{'NM_178681': ['version 5', 2388]}
{'NM_178682': ['version 4', 909]}
{'NM_178683': ['version 4', 1590]}
{'NM_178684': ['version 6', 729]}
{'NM_178685': ['version 5', 2859]}
{'NM_178686': ['version 4', 2967]}
{'NM_178688': ['version 4', 2586]}
{'NM_178689': ['version 4', 1857]}
{'NM_178690': ['version 4', 2946]}
{'NM_178691': ['version 4', 1032]}
{'NM_178692': ['version 3', 426]}
{'NM_178693': ['version 5', 801]}
{'NM_178694': ['version 4', 2340]}
{'NM_178695': ['version 5', 681]}
{'NM_178696': ['version 5', 1002]}
{'NM_178697': ['version 5', 2829]}
{'NM_178698': ['version 5', 1482]}
{'NM_178699': ['version 4', 672]}
{'NM_178700': ['version 5', 1440]}
{'NM_178701': ['version 3', 2580]}
{'NM_178702': ['version 4', 3213]}
{'NM_178703': ['version 4', 1800]}
{'NM_178704': ['version 3', 2151]}
{'NM_178705': ['version 5', 1038]}
{'NM_178706': ['version 5', 930]}
{'NM_178707': ['version 4', 3789]}
{'NM_178708': ['version 3', 1200]}
{'NM_178709': ['version 5', 2007]}
{'NM_178710': ['version 3', 2796]}
{'NM_178711': ['version 3', 981]}
{'NM_178712': ['version 4', 3030]}
{'NM_178713': ['version 4', 1464]}
{'NM_178714': ['version 5', 2241]}
{'NM_178715': ['version 3', 1062]}
{'NM_178716': ['version 3', 2697]}
{'NM_178717': ['version 3', 1419]}
{'NM_178719': ['version 5', 1392]}
{'NM_178720': ['version 4', 1248]}
{'NM_178721': ['version 4', 1215]}
{'NM_178722': ['version 5', 2397]}
{'NM_178723': ['version 6', 1449]}
{'NM_178724': ['version 5', 1050]}
{'NM_178725': ['version 6', 1923]}
{'NM_178726': ['version 3', 1083]}
{'NM_178727': ['version 2', 711]}
{'NM_178728': ['version 6', 1191]}
{'NM_178729': ['version 4', 1872]}
{'NM_178730': ['version 3', 1320]}
{'NM_178731': ['version 5', 1557]}
{'NM_178732': ['version 4', 1752]}
{'NM_178733': ['version 5', 1506]}
{'NM_178734': ['version 4', 2679]}
{'NM_178736': ['version 5', 882]}
{'NM_178737': ['version 5', 2415]}
{'NM_178738': ['version 3', 1230]}
{'NM_178739': ['version 6', 1506]}
{'NM_178740': ['version 5', 2514]}
{'NM_178741': ['version 4', 1890]}
{'NM_178743': ['version 3', 1782]}
{'NM_178744': ['version 3', 2142]}
{'NM_178745': ['version 5', 504]}
{'NM_178746': ['version 4', 1683]}
{'NM_178747': ['version 3', 1323]}
{'NM_178748': ['version 6', 3030]}
{'NM_178749': ['version 3', 1197]}
{'NM_178750': ['version 5', 1209]}
{'NM_178751': ['version 3', 753]}
{'NM_178752': ['version 3', 1161]}
{'NM_178753': ['version 4', 750]}
{'NM_178754': ['version 3', 2418]}
{'NM_178755': ['version 4', 2589]}
{'NM_178756': ['version 4', 978]}
{'NM_178757': ['version 4', 1755]}
{'NM_178758': ['version 3', 1737]}
{'NM_178759': ['version 4', 1032]}
{'NM_178760': ['version 4', 1656]}
{'NM_178761': ['version 5', 1407]}
{'NM_178762': ['version 4', 1350]}
{'NM_178763': ['version 4', 2112]}
{'NM_178764': ['version 4', 708]}
{'NM_178765': ['version 3', 1998]}
{'NM_178766': ['version 5', 1014]}
{'NM_178767': ['version 5', 1344]}
{'NM_178768': ['version 4', 828]}
{'NM_178771': ['version 3', 1821]}
{'NM_178772': ['version 3', 1227]}
{'NM_178773': ['version 4', 2355]}
{'NM_178774': ['version 4', 924]}
{'NM_178775': ['version 4', 3171]}
{'NM_178776': ['version 3', 744]}
{'NM_178777': ['version 3', 408]}
{'NM_178778': ['version 3', 1821]}
{'NM_178779': ['version 4', 612]}
{'NM_178780': ['version 3', 687]}
{'NM_178782': ['version 4', 5346]}
{'NM_178785': ['version 4', 3126]}
{'NM_178786': ['version 4', 1449]}
{'NM_178787': ['version 6', 1680]}
{'NM_178788': ['version 4', 555]}
{'NM_178789': ['version 4', 1545]}
{'NM_178790': ['version 4', 3240]}
{'NM_178791': ['version 5', 960]}
{'NM_178793': ['version 4', 1227]}
{'NM_178794': ['version 4', 435]}
{'NM_178795': ['version 4', 4311]}
{'NM_178796': ['version 6', 690]}
{'NM_178797': ['version 4', 1509]}
{'NM_178798': ['version 4', 1548]}
{'NM_178799': ['version 3', 1668]}
{'NM_178801': ['version 5', 849]}
{'NM_178802': ['version 4', 1569]}
{'NM_178803': ['version 2', 825]}
{'NM_178804': ['version 5', 4566]}
{'NM_178811': ['version 4', 2394]}
{'NM_178813': ['version 5', 594]}
{'NM_178815': ['version 5', 540]}
{'NM_178821': ['version 3', 1248]}
{'NM_178825': ['version 4', 690]}
{'NM_178828': ['version 4', 4338]}
{'NM_178831': ['version 6', 492]}
{'NM_178833': ['version 6', 1614]}
{'NM_178834': ['version 4', 1125]}
{'NM_178837': ['version 4', 1767]}
{'NM_178842': ['version 4', 1152]}
{'NM_178844': ['version 4', 3198]}
{'NM_178845': ['version 3', 1374]}
{'NM_178847': ['version 3', 1602]}
{'NM_178848': ['version 3', 933]}
{'NM_178851': ['version 4', 2628]}
{'NM_178854': ['version 4', 1668]}
{'NM_178855': ['version 4', 3165]}
{'NM_178856': ['version 1', 558]}
{'NM_178860': ['version 4', 2985]}
{'NM_178861': ['version 4', 969]}
{'NM_178864': ['version 4', 2409]}
{'NM_178866': ['version 4', 414]}
{'NM_178869': ['version 4', 1272]}
{'NM_178870': ['version 5', 1182]}
{'NM_178872': ['version 4', 2190]}
{'NM_178873': ['version 3', 1854]}
{'NM_178874': ['version 3', 2121]}
{'NM_178875': ['version 4', 1062]}
{'NM_178876': ['version 3', 3126]}
{'NM_178877': ['version 6', 1644]}
{'NM_178879': ['version 4', 1200]}
{'NM_178880': ['version 4', 7335]}
{'NM_178882': ['version 4', 1608]}
{'NM_178883': ['version 6', 1107]}
{'NM_178884': ['version 5', 5415]}
{'NM_178885': ['version 4', 1071]}
{'NM_178886': ['version 3', 1038]}
{'NM_178887': ['version 4', 1380]}
{'NM_178888': ['version 5', 2982]}
{'NM_178889': ['version 4', 2610]}
{'NM_178890': ['version 3', 3075]}
{'NM_178891': ['version 5', 1137]}
{'NM_178892': ['version 5', 1974]}
{'NM_178893': ['version 4', 1632]}
{'NM_178894': ['version 4', 837]}
{'NM_178896': ['version 5', 879]}
{'NM_178897': ['version 4', 1365]}
{'NM_178898': ['version 4', 1719]}
{'NM_178899': ['version 5', 1392]}
{'NM_178900': ['version 4', 2628]}
{'NM_178901': ['version 3', 678]}
{'NM_178906': ['version 5', 600]}
{'NM_178907': ['version 3', 1155]}
{'NM_178908': ['version 3', 930]}
{'NM_178909': ['version 4', 1074]}
{'NM_178911': ['version 4', 1512]}
{'NM_178912': ['version 4', 6066]}
{'NM_178914': ['version 4', 1749]}
{'NM_178915': ['version 3', 702]}
{'NM_178916': ['version 5', 474]}
{'NM_178918': ['version 3', 1587]}
{'NM_178919': ['version 4', 2109]}
{'NM_178920': ['version 4', 528]}
{'NM_178922': ['version 3', 1860]}
{'NM_178923': ['version 4', 3630]}
{'NM_178924': ['version 4', 783]}
{'NM_178925': ['version 3', 1047]}
{'NM_178926': ['version 3', 525]}
{'NM_178928': ['version 4', 2307]}
{'NM_178929': ['version 5', 942]}
{'NM_178930': ['version 3', 5586]}
{'NM_178931': ['version 2', 828]}
{'NM_178932': ['version 1', 2274]}
{'NM_178933': ['version 2', 387]}
{'NM_178934': ['version 4', 1869]}
{'NM_178935': ['version 5', 1575]}
{'NM_178936': ['version 3', 831]}
{'NM_178939': ['version 2', 402]}
{'NM_178942': ['version 1', 2097]}
{'NM_179203': ['version 3', 1776]}
{'NM_180588': ['version 2', 774]}
{'NM_180599': ['version 1', 1050]}
{'NM_180600': ['version 3', 1137]}
{'NM_180662': ['version 2', 3420]}
{'NM_180678': ['version 3', 2190]}
{'NM_180956': ['version 1', 1167]}
{'NM_180958': ['version 3', 2307]}
{'NM_180960': ['version 3', 165]}
{'NM_180962': ['version 2', 579]}
{'NM_180974': ['version 5', 1290]}
{'NM_180991': ['version 5', 2175]}
{'NM_181039': ['version 2', 4401]}
{'NM_181040': ['version 5', 1047]}
{'NM_181043': ['version 1', 1338]}
{'NM_181045': ['version 1', 786]}
{'NM_181047': ['version 1', 303]}
{'NM_181048': ['version 3', 792]}
{'NM_181058': ['version 1', 2007]}
{'NM_181061': ['version 5', 762]}
{'NM_181066': ['version 3', 2469]}
{'NM_181070': ['version 6', 621]}
{'NM_181071': ['version 3', 5985]}
{'NM_181072': ['version 3', 3324]}
{'NM_181073': ['version 3', 4071]}
{'NM_181074': ['version 5', 1845]}
{'NM_181076': ['version 2', 1383]}
{'NM_181080': ['version 1', 1452]}
{'NM_181081': ['version 2', 1839]}
{'NM_181082': ['version 2', 3420]}
{'NM_181083': ['version 2', 5376]}
{'NM_181084': ['version 2', 720]}
{'NM_181085': ['version 2', 663]}
{'NM_181086': ['version 3', 390]}
{'NM_181087': ['version 2', 1539]}
{'NM_181088': ['version 1', 2763]}
{'NM_181089': ['version 1', 4713]}
{'NM_181090': ['version 2', 1515]}
{'NM_181091': ['version 2', 429]}
{'NM_181092': ['version 5', 3927]}
{'NM_181266': ['version 2', 1311]}
{'NM_181273': ['version 4', 2544]}
{'NM_181274': ['version 4', 1590]}
{'NM_181275': ['version 1', 960]}
{'NM_181276': ['version 1', 984]}
{'NM_181277': ['version 4', 5385]}
{'NM_181278': ['version 2', 567]}
{'NM_181279': ['version 1', 1263]}
{'NM_181280': ['version 1', 1125]}
{'NM_181281': ['version 1', 960]}
{'NM_181282': ['version 1', 738]}
{'NM_181315': ['version 4', 954]}
{'NM_181316': ['version 4', 2643]}
{'NM_181317': ['version 4', 1434]}
{'NM_181318': ['version 4', 1419]}
{'NM_181319': ['version 5', 1596]}
{'NM_181321': ['version 3', 987]}
{'NM_181322': ['version 3', 2211]}
{'NM_181323': ['version 2', 2100]}
{'NM_181324': ['version 3', 1452]}
{'NM_181325': ['version 4', 906]}
{'NM_181328': ['version 3', 921]}
{'NM_181334': ['version 5', 1695]}
{'NM_181344': ['version 5', 1449]}
{'NM_181345': ['version 3', 624]}
{'NM_181347': ['version 3', 2076]}
{'NM_181348': ['version 4', 9255]}
{'NM_181362': ['version 1', 3708]}
{'NM_181364': ['version 4', 1059]}
{'NM_181365': ['version 2', 753]}
{'NM_181366': ['version 2', 3042]}
{'NM_181367': ['version 2', 1167]}
{'NM_181368': ['version 3', 249]}
{'NM_181369': ['version 2', 2268]}
{'NM_181370': ['version 2', 1104]}
{'NM_181371': ['version 2', 681]}
{'NM_181372': ['version 2', 681]}
{'NM_181373': ['version 3', 2733]}
{'NM_181374': ['version 2', 1287]}
{'NM_181375': ['version 1', 2886]}
{'NM_181376': ['version 2', 846]}
{'NM_181377': ['version 3', 1338]}
{'NM_181378': ['version 2', 1002]}
{'NM_181379': ['version 2', 1494]}
{'NM_181380': ['version 2', 1263]}
{'NM_181382': ['version 2', 1650]}
{'NM_181383': ['version 2', 1686]}
{'NM_181384': ['version 2', 927]}
{'NM_181385': ['version 2', 1086]}
{'NM_181386': ['version 2', 1260]}
{'NM_181387': ['version 2', 744]}
{'NM_181388': ['version 2', 2235]}
{'NM_181389': ['version 2', 2763]}
{'NM_181390': ['version 3', 249]}
{'NM_181391': ['version 4', 258]}
{'NM_181392': ['version 3', 216]}
{'NM_181394': ['version 3', 225]}
{'NM_181395': ['version 2', 4428]}
{'NM_181397': ['version 2', 1665]}
{'NM_181398': ['version 4', 1281]}
{'NM_181399': ['version 3', 2529]}
{'NM_181400': ['version 3', 2763]}
{'NM_181401': ['version 3', 1146]}
{'NM_181402': ['version 4', 996]}
{'NM_181403': ['version 3', 1059]}
{'NM_181404': ['version 6', 4083]}
{'NM_181405': ['version 4', 2163]}
{'NM_181406': ['version 4', 1737]}
{'NM_181407': ['version 4', 1815]}
{'NM_181409': ['version 3', 2103]}
{'NM_181410': ['version 3', 930]}
{'NM_181411': ['version 4', 2715]}
{'NM_181412': ['version 3', 3507]}
{'NM_181413': ['version 4', 3453]}
{'NM_181414': ['version 6', 2664]}
{'NM_181415': ['version 4', 4137]}
{'NM_181416': ['version 3', 2964]}
{'NM_181417': ['version 3', 2340]}
{'NM_181418': ['version 3', 2043]}
{'NM_181419': ['version 3', 1647]}
{'NM_181420': ['version 3', 930]}
{'NM_181422': ['version 3', 2283]}
{'NM_181423': ['version 3', 2340]}
{'NM_181424': ['version 3', 1218]}
{'NM_181430': ['version 1', 1845]}
{'NM_181432': ['version 2', 2430]}
{'NM_181433': ['version 1', 1803]}
{'NM_181440': ['version 1', 768]}
{'NM_181452': ['version 2', 570]}
{'NM_181470': ['version 4', 1413]}
{'NM_181471': ['version 3', 1065]}
{'NM_181473': ['version 2', 1803]}
{'NM_181474': ['version 2', 1038]}
{'NM_181475': ['version 2', 1914]}
{'NM_181476': ['version 1', 1083]}
{'NM_181477': ['version 2', 987]}
{'NM_181478': ['version 2', 1026]}
{'NM_181479': ['version 2', 1269]}
{'NM_181480': ['version 1', 2178]}
{'NM_181489': ['version 6', 3096]}
{'NM_181490': ['version 3', 675]}
{'NM_181492': ['version 2', 5817]}
{'NM_181501': ['version 1', 3540]}
{'NM_181516': ['version 6', 789]}
{'NM_181517': ['version 4', 3117]}
{'NM_181529': ['version 4', 1257]}
{'NM_181532': ['version 3', 702]}
{'NM_181534': ['version 3', 1353]}
{'NM_181535': ['version 3', 1395]}
{'NM_181536': ['version 1', 5199]}
{'NM_181537': ['version 3', 1380]}
{'NM_181538': ['version 2', 840]}
{'NM_181539': ['version 4', 1407]}
{'NM_181540': ['version 4', 1131]}
{'NM_181541': ['version 4', 3096]}
{'NM_181542': ['version 4', 2544]}
{'NM_181543': ['version 2', 1269]}
{'NM_181544': ['version 2', 6456]}
{'NM_181545': ['version 4', 2733]}
{'NM_181546': ['version 3', 1668]}
{'NM_181547': ['version 3', 1521]}
{'NM_181548': ['version 2', 684]}
{'NM_181549': ['version 3', 1359]}
{'NM_181550': ['version 1', 705]}
{'NM_181564': ['version 2', 3126]}
{'NM_181569': ['version 3', 1710]}
{'NM_181577': ['version 5', 1503]}
{'NM_181579': ['version 1', 1764]}
{'NM_181582': ['version 4', 465]}
{'NM_181584': ['version 4', 1788]}
{'NM_181585': ['version 6', 1386]}
{'NM_181588': ['version 4', 738]}
{'NM_181589': ['version 3', 2238]}
{'NM_181590': ['version 5', 1710]}
{'NM_181591': ['version 3', 1761]}
{'NM_181593': ['version 3', 2037]}
{'NM_181594': ['version 3', 4173]}
{'NM_181595': ['version 4', 3288]}
{'NM_181596': ['version 4', 354]}
{'NM_181602': ['version 1', 216]}
{'NM_181625': ['version 1', 336]}
{'NM_181626': ['version 3', 390]}
{'NM_181627': ['version 2', 837]}
{'NM_181628': ['version 2', 1176]}
{'NM_181629': ['version 3', 915]}
{'NM_181630': ['version 2', 1248]}
{'NM_181631': ['version 2', 2532]}
{'NM_181632': ['version 2', 1269]}
{'NM_181633': ['version 2', 1266]}
{'NM_181634': ['version 3', 2151]}
{'NM_181635': ['version 2', 4158]}
{'NM_181636': ['version 2', 1599]}
{'NM_181637': ['version 1', 1308]}
{'NM_181639': ['version 3', 1428]}
{'NM_181644': ['version 5', 1545]}
{'NM_181646': ['version 4', 4050]}
{'NM_181649': ['version 6', 795]}
{'NM_181650': ['version 3', 2412]}
{'NM_181664': ['version 2', 615]}
{'NM_181666': ['version 1', 3273]}
{'NM_181680': ['version 2', 2736]}
{'NM_181681': ['version 2', 2151]}
{'NM_181682': ['version 2', 3183]}
{'NM_181683': ['version 2', 189]}
{'NM_181687': ['version 2', 165]}
{'NM_181688': ['version 2', 756]}
{'NM_181690': ['version 2', 1398]}
{'NM_181692': ['version 1', 393]}
{'NM_181693': ['version 1', 2157]}
{'NM_181694': ['version 2', 507]}
{'NM_181695': ['version 1', 1743]}
{'NM_181698': ['version 3', 864]}
{'NM_181701': ['version 3', 2097]}
{'NM_181704': ['version 1', 120]}
{'NM_181710': ['version 3', 1290]}
{'NM_181712': ['version 5', 2988]}
{'NM_181716': ['version 3', 819]}
{'NM_181720': ['version 2', 2673]}
{'NM_181723': ['version 3', 1593]}
{'NM_181724': ['version 3', 852]}
{'NM_181728': ['version 3', 1086]}
{'NM_181729': ['version 3', 8553]}
{'NM_181730': ['version 4', 381]}
{'NM_181731': ['version 3', 1146]}
{'NM_181732': ['version 4', 918]}
{'NM_181734': ['version 3', 1032]}
{'NM_181742': ['version 3', 1311]}
{'NM_181745': ['version 3', 1134]}
{'NM_181748': ['version 2', 1086]}
{'NM_181749': ['version 1', 1098]}
{'NM_181750': ['version 2', 3408]}
{'NM_181751': ['version 2', 1008]}
{'NM_181752': ['version 2', 1374]}
{'NM_181753': ['version 4', 1134]}
{'NM_181754': ['version 4', 918]}
{'NM_181756': ['version 2', 2013]}
{'NM_181767': ['version 1', 744]}
{'NM_181768': ['version 2', 1878]}
{'NM_181769': ['version 1', 2508]}
{'NM_181770': ['version 1', 1407]}
{'NM_181771': ['version 1', 1374]}
{'NM_181772': ['version 1', 1605]}
{'NM_181796': ['version 2', 633]}
{'NM_181807': ['version 3', 1065]}
{'NM_181808': ['version 3', 2703]}
{'NM_181809': ['version 4', 1209]}
{'NM_181816': ['version 2', 1524]}
{'NM_181817': ['version 1', 1245]}
{'NM_181818': ['version 2', 948]}
{'NM_181819': ['version 2', 1716]}
{'NM_181820': ['version 2', 2085]}
{'NM_181821': ['version 2', 363]}
{'NM_181822': ['version 2', 588]}
{'NM_181823': ['version 1', 1869]}
{'NM_181824': ['version 1', 1497]}
{'NM_181840': ['version 1', 1155]}
{'NM_181841': ['version 1', 3390]}
{'NM_181842': ['version 2', 1380]}
{'NM_181843': ['version 2', 423]}
{'NM_181848': ['version 5', 1755]}
{'NM_181849': ['version 3', 1446]}
{'NM_181850': ['version 2', 2640]}
{'NM_181852': ['version 2', 669]}
{'NM_181853': ['version 4', 3729]}
{'NM_181854': ['version 2', 2409]}
{'NM_181856': ['version 2', 2169]}
{'NM_181857': ['version 4', 2601]}
{'NM_181858': ['version 2', 390]}
{'NM_181859': ['version 3', 1563]}
{'NM_181860': ['version 1', 309]}
{'NM_181861.1': ['version 1', 3747]}
{'NM_181885': ['version 2', 1125]}
{'NM_181985': ['version 3', 864]}
{'NM_181988': ['version 2', 600]}
{'NM_181989': ['version 1', 930]}
{'NM_181990': ['version 2', 912]}
{'NM_182473': ['version 1', 3336]}
{'NM_182474': ['version 1', 1836]}
{'NM_182482': ['version 2', 330]}
{'NM_182484': ['version 2', 132]}
{'NM_182489': ['version 2', 927]}
{'NM_182493': ['version 3', 2460]}
{'NM_182495': ['version 5', 1680]}
{'NM_182496': ['version 3', 1692]}
{'NM_182499': ['version 3', 1056]}
{'NM_182501': ['version 4', 1146]}
{'NM_182508': ['version 2', 420]}
{'NM_182511': ['version 4', 675]}
{'NM_182512': ['version 1', 582]}
{'NM_182515': ['version 3', 1668]}
{'NM_182519': ['version 2', 1845]}
{'NM_182520': ['version 2', 447]}
{'NM_182525': ['version 1', 414]}
{'NM_182526': ['version 2', 504]}
{'NM_182530': ['version 2', 2733]}
{'NM_182536': ['version 3', 555]}
{'NM_182542': ['version 2', 2091]}
{'NM_182551': ['version 4', 1245]}
{'NM_182557': ['version 2', 4500]}
{'NM_182561': ['version 1', 1953]}
{'NM_182562': ['version 2', 579]}
{'NM_182568': ['version 3', 2178]}
{'NM_182574': ['version 2', 939]}
{'NM_182580': ['version 2', 690]}
{'NM_182587': ['version 3', 9705]}
{'NM_182595': ['version 3', 891]}
{'NM_182599': ['version 1', 552]}
{'NM_182607': ['version 4', 1164]}
{'NM_182611': ['version 2', 2892]}
{'NM_182612': ['version 4', 663]}
{'NM_182617': ['version 3', 1734]}
{'NM_182632': ['version 3', 1887]}
{'NM_182633': ['version 3', 1332]}
{'NM_182636': ['version 4', 1809]}
{'NM_182640': ['version 3', 1191]}
{'NM_182642': ['version 2', 783]}
{'NM_182650': ['version 4', 906]}
{'NM_182658': ['version 2', 1431]}
{'NM_182667': ['version 2', 2817]}
{'NM_182668': ['version 2', 984]}
{'NM_182669': ['version 2', 2064]}
{'NM_182670': ['version 2', 582]}
