sku,attribute_set,type,name,price,sterility,appearance_general,storage_condition,caution,qty,visibility,categories,product_websites,simples_skus,configurable_attributes,is_in_stock,description,url_key
TM4105,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4105,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4105-cell-line-tm4105
TM4103,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4103,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4103-cell-line-tm4103
TM4045,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4045,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4045-cell-line-tm4045
TM4124,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4124,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4124-cell-line-tm4124
TM4123,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4123,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4123-cell-line-tm4123
TM4122,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4122,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4122-cell-line-tm4122
TM4115,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4115,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4115-cell-line-tm4115
TM4104,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4104,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4104-cell-line-tm4104
TM0004,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T0004,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t0004-cell-line-tm0004
TM0269,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T0269,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t0269-cell-line-tm0269
TM0410,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T0410,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t0410-cell-line-tm0410
TM0400,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T0400,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t0400-cell-line-tm0400
TM0159,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T0159,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t0159-cell-line-tm0159
TM0420,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T0420,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t0420-cell-line-tm0420
TM4058,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4058,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4058-cell-line-tm4058
TM0199,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T0199,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t0199-cell-line-tm0199
TM0020,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T0020,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t0020-cell-line-tm0020
TM4120,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4120,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4120-cell-line-tm4120
TM0300,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T0300,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t0300-cell-line-tm0300
TM4034,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4034,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4034-cell-line-tm4034
TM4033,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4033,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4033-cell-line-tm4033
TM4038,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4038,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4038-cell-line-tm4038
TM4093,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4093,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4093-cell-line-tm4093
TM4036,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4036,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4036-cell-line-tm4036
TM4094,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4094,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4094-cell-line-tm4094
TM4022,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4022,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4022-cell-line-tm4022
TM4021,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4021,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4021-cell-line-tm4021
TM4092,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4092,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4092-cell-line-tm4092
TM5401,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T5401,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t5401-cell-line-tm5401
TM4095,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4095,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4095-cell-line-tm4095
TM4089,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4089,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4089-cell-line-tm4089
TM4088,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4088,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4088-cell-line-tm4088
TM4087,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4087,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4087-cell-line-tm4087
TM4100,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4100,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4100-cell-line-tm4100
TM4099,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4099,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4099-cell-line-tm4099
TM4101,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4101,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4101-cell-line-tm4101
TM4098,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4098,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4098-cell-line-tm4098
TM4020,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4020,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4020-cell-line-tm4020
TM4019,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4019,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4019-cell-line-tm4019
TM4018,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4018,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4018-cell-line-tm4018
TM4037,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4037,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4037-cell-line-tm4037
TM4066,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4066,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4066-cell-line-tm4066
TM4065,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4065,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4065-cell-line-tm4065
TM4064,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4064,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4064-cell-line-tm4064
TM4073,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4073,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4073-cell-line-tm4073
TM4076,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4076,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4076-cell-line-tm4076
TM4075,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4075,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4075-cell-line-tm4075
TM4015,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4015,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4015-cell-line-tm4015
TM4074,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4074,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4074-cell-line-tm4074
TM4014,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4014,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4014-cell-line-tm4014
TM4013,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4013,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4013-cell-line-tm4013
TM4069,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4069,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4069-cell-line-tm4069
TM4068,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4068,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4068-cell-line-tm4068
TM4067,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4067,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4067-cell-line-tm4067
TM4010,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4010,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4010-cell-line-tm4010
